state,location,type,so2,no2,pm2_5,AQI
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,11.0,68.0,124.89655172413794
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,15.0,80.0,165.86206896551724
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,74.0,145.3793103448276
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,11.0,80.0,165.86206896551724
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,12.0,77.0,155.6206896551724
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,15.0,76.0,152.20689655172413
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,14.0,87.0,189.75862068965517
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",14.0,18.0,84.0,179.51724137931035
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,14.0,71.0,135.13793103448276
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,60.0,100.0
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,86.0,186.3448275862069
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,78.0,159.0344827586207
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",7.0,10.0,93.0,207.82758620689654
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",7.0,11.0,87.0,189.75862068965517
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",8.0,11.0,88.0,193.17241379310343
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,16.0,86.0,186.3448275862069
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,12.0,73.0,141.9655172413793
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",8.0,11.0,86.0,186.3448275862069
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,71.0,135.13793103448276
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,14.0,79.0,162.44827586206895
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",8.0,11.0,72.0,138.55172413793105
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,80.0,165.86206896551724
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",12.0,16.0,75.0,148.79310344827587
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",12.0,18.0,83.0,176.10344827586206
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",12.0,15.0,89.0,196.58620689655174
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",12.0,16.0,86.0,186.3448275862069
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",15.0,31.0,76.5,153.91379310344828
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,84.0,179.51724137931035
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,16.0,87.9,192.83103448275864
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,57.4,95.60689655172413
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,68.8,127.62758620689654
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,76.4,153.57241379310346
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,72.7,140.94137931034484
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,72.7,140.94137931034484
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,76.4,153.57241379310346
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",13.0,13.0,76.4,153.57241379310346
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,68.7,127.28620689655173
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,72.7,140.94137931034484
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,12.0,72.7,140.94137931034484
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,68.7,127.28620689655173
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,14.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,14.0,76.4,153.57241379310346
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",8.0,11.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,14.0,57.4,95.60689655172413
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,14.0,72.6,140.59999999999997
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,68.7,127.28620689655173
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,15.0,72.2,139.2344827586207
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,72.2,139.2344827586207
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,57.4,95.60689655172413
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,76.4,153.57241379310346
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,72.2,139.2344827586207
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,57.4,95.60689655172413
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,15.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,68.7,127.28620689655173
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",8.0,11.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,72.2,139.2344827586207
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,76.4,153.57241379310346
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,15.0,57.4,95.60689655172413
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,12.0,68.7,127.28620689655173
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,72.2,139.2344827586207
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,76.4,153.57241379310346
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,12.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,76.4,153.57241379310346
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,12.0,57.4,95.60689655172413
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,64.9,114.31379310344829
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,61.2,101.68275862068967
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,61.2,101.68275862068967
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,13.0,57.4,95.60689655172413
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,76.4,153.57241379310346
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,14.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,72.2,139.2344827586207
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,14.0,76.4,153.57241379310346
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,65.9,117.72758620689658
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,14.0,68.7,127.28620689655173
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",8.0,11.0,61.2,101.68275862068967
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,57.4,95.60689655172413
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,15.0,72.2,139.2344827586207
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",8.0,12.0,76.4,153.57241379310346
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,15.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",11.0,14.0,61.2,101.68275862068967
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,65.0,114.65517241379311
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,13.0,76.4,153.57241379310346
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,15.0,57.4,95.60689655172413
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,68.7,127.28620689655173
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",10.0,13.0,72.7,140.94137931034484
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",9.0,12.0,57.4,95.60689655172413
Madhya Pradesh,Gwalior,"Residential, Rural and other Areas",8.0,12.0,61.1,101.34137931034483
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",18.0,23.0,39.0,64.51724137931035
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",13.0,19.0,43.0,71.27586206896552
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",13.0,17.0,47.0,78.0344827586207
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",14.0,16.0,44.0,72.9655172413793
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",14.0,17.0,42.0,69.58620689655172
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",15.0,20.0,43.0,71.27586206896552
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",14.0,19.0,47.0,78.0344827586207
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",13.0,15.0,47.0,78.0344827586207
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",17.0,20.0,42.0,69.58620689655172
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,17.0,43.0,71.27586206896552
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",14.0,18.0,43.0,71.27586206896552
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",11.0,17.0,38.0,62.827586206896555
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",11.0,17.0,39.0,64.51724137931035
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",14.0,18.0,42.0,69.58620689655172
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,16.0,42.0,69.58620689655172
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",11.0,43.0,42.0,69.58620689655172
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",14.0,18.0,46.0,76.34482758620689
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",13.0,15.0,42.0,69.58620689655172
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",17.0,22.0,46.1,76.51379310344828
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",13.0,16.0,46.3,76.85172413793103
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",13.0,17.0,42.04,69.65379310344827
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,17.0,47.9,79.5551724137931
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,16.0,50.18,83.40758620689655
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,18.0,43.17,71.56310344827587
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",11.0,17.0,42.05,69.67068965517241
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",14.0,16.0,46.83,77.74724137931034
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",15.0,16.0,46.17,76.63206896551725
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,17.0,42.41,70.27896551724137
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",11.0,18.0,46.36,76.95310344827587
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",13.0,17.0,42.76,70.8703448275862
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",14.0,16.0,46.31,76.86862068965517
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,16.0,46.89,77.84862068965518
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,20.0,42.21,69.94103448275862
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,19.0,46.43,77.07137931034482
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",15.0,19.0,41.94,69.48482758620689
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",13.0,16.0,38.16,63.097931034482755
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",13.0,16.0,41.76,69.18068965517242
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,19.0,39.2,64.85517241379311
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",13.0,16.0,42.09,69.73827586206897
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,17.0,46.3,76.85172413793103
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",14.0,18.0,41.52,68.77517241379311
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,18.0,37.64,62.21931034482759
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",13.0,17.0,42.09,69.73827586206897
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",15.0,16.0,43.57,72.23896551724138
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",13.0,15.0,29.31,48.85
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,19.0,46.26,76.78413793103448
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",14.0,30.0,38.36,63.43586206896552
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",12.0,17.0,41.96,69.51862068965518
Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",14.0,19.0,37.83,62.5403448275862
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,16.0,66.6,120.11724137931033
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,18.0,62.32,105.50620689655173
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,15.0,67.89,124.52103448275862
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,13.0,58.2,96.95862068965518
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,14.0,49.98,83.06965517241379
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,14.0,41.77,69.19758620689656
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,10.0,41.74,69.14689655172414
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,11.0,43.66,72.39103448275861
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,13.0,41.74,69.14689655172414
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,12.0,45.68,75.80413793103449
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",3.0,10.0,26.29,43.81666666666667
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",3.0,8.0,41.63,68.96103448275862
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,13.0,31.7,52.182758620689654
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,15.0,40.0,66.20689655172414
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,13.0,45.71,75.8548275862069
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,11.0,35.75,59.025862068965516
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",3.0,16.0,39.64,65.59862068965518
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,14.0,28.82,48.03333333333333
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,17.0,29.09,48.483333333333334
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,21.0,27.82,46.36666666666667
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",3.0,23.0,50.88,84.59034482758621
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",4.0,21.0,30.18,50.3
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",4.0,28.0,54.2,90.2
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",3.0,16.0,53.25,88.59482758620689
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,11.0,55.09,91.70379310344828
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,11.0,50.5,83.94827586206897
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,13.0,41.69,69.06241379310345
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",3.0,13.0,37.47,61.93206896551724
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",3.0,13.0,35.96,59.38068965517242
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,10.0,51.6,85.80689655172415
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",3.0,14.0,50.0,83.10344827586206
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,18.0,33.114000000000004,54.571931034482766
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,12.0,29.65,49.416666666666664
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,21.0,24.94,41.56666666666667
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",3.0,14.0,37.85,62.574137931034485
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,15.0,42.0,69.58620689655172
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",3.0,18.0,38.66,63.942758620689645
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,11.0,23.2,38.666666666666664
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,11.0,54.57,90.8251724137931
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,16.0,62.45,105.95000000000002
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,12.0,62.43,105.88172413793103
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,13.0,41.69,69.06241379310345
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,13.0,58.79,97.95551724137931
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,14.0,45.79,75.99
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,14.0,58.37,97.24586206896552
Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2.0,11.0,54.16,90.13241379310344
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,26.0,112.0,272.6896551724138
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,17.0,94.0,211.24137931034483
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,32.0,37.0,61.13793103448276
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,20.0,124.0,303.3203125
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,15.0,174.0,341.9921875
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,17.0,124.0,303.3203125
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,27.0,174.0,341.9921875
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,15.0,155.0,327.296875
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,27.0,297.0,33.75
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,23.0,71.0,135.13793103448276
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,22.0,268.0,27.5
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,17.0,94.0,211.24137931034483
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,25.0,88.0,193.17241379310343
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,43.0,133.0,310.28125
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,32.0,62.0,104.41379310344827
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,27.0,80.0,165.86206896551724
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,34.0,158.0,329.6171875
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,21.0,204.0,365.1953125
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,31.0,13.0,38.75
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,23.0,153.0,325.75
Madhya Pradesh,Bhopal,"Residential, Rural and other Areas",2.0,36.0,124.0,303.3203125
